,assembled,sample_id,project_id,TMDB_material,creation_date,average_length,sequence_count,basepairs_count,source_database,mean_quality_SRA,quality_above_30_SRA,sample_collection_date,TMDB_biome,project_name,seq_platform,sample_depth,sample_latitude,sample_location,sample_longitude,TMDB_water_location,TMDB_water_type,TMDB_soil_condition,sample_elevation,TMDB_water_condition,TMDB_organic_material,TMDB_soil_type,TMDB_other_material,TMDB_anthropogenic_material,TMDB_soil_location,TMDB_gas,TMDB_sediment,TMDB_sludge,sample_ph,sample_temp
SRR1266731,Not inferred,SRS598822,SRX529949,sediment,2015-04-30,170.0,112462.0,19065773.0,SRA,24.48,33.0,2010-10-24,,Microbial Diversity in an Extremely High Sulfate Lake (Spotted Lake;  BC;  Canada),ION_TORRENT,0.05,49.078,Canada,-119.5675,,brine,,570.0,,,,,,,,lake sediment; saline lake sediment,,,
SRR1266736,Not inferred,SRS598822,SRX529954,sediment; soil,2015-04-30,107.0,414784.0,44556221.0,SRA,27.62,52.0,2010-10-24,,Microbial Diversity in an Extremely High Sulfate Lake (Spotted Lake;  BC;  Canada),ION_TORRENT,0.05,49.078,Canada,-119.5675,,brine,,570.0,,,,,,,,lake sediment; saline lake sediment,,,
SRR1266737,Not inferred,SRS598822,SRX529954,sediment; soil,2015-04-30,112.0,482795.0,54226198.0,SRA,28.29,56.0,2010-10-24,,Microbial Diversity in an Extremely High Sulfate Lake (Spotted Lake;  BC;  Canada),ION_TORRENT,0.05,49.078,Canada,-119.5675,,brine,,570.0,,,,,,,,lake sediment; saline lake sediment,,,
SRR1266738,Not inferred,SRS598822,SRX529954,sediment; soil,2015-04-30,113.0,443190.0,50187892.0,SRA,28.34,56.0,2010-10-24,,Microbial Diversity in an Extremely High Sulfate Lake (Spotted Lake;  BC;  Canada),ION_TORRENT,0.05,49.078,Canada,-119.5675,,brine,,570.0,,,,,,,,lake sediment; saline lake sediment,,,
SRR1266739,Not inferred,SRS598822,SRX529954,sediment; soil,2015-04-30,96.0,369040.0,35587637.0,SRA,25.81,40.0,2010-10-24,,Microbial Diversity in an Extremely High Sulfate Lake (Spotted Lake;  BC;  Canada),ION_TORRENT,0.05,49.078,Canada,-119.5675,,brine,,570.0,,,,,,,,lake sediment; saline lake sediment,,,
SRR1274993,No,SRS603954,SRX535335,sediment,2015-07-22,331.0,207693.0,68706539.0,SRA,35.64,83.0,2012-10-30,,Metagenomes of 3 different aquatic metal-contaminated sediments,LS454,4.0,50.42,France,2.99,,,,,,,,,,,,,,,
SRR1275001,No,SRS603961,SRX535347,sediment,2014-05-09,390.0,247579.0,96550276.0,SRA,35.15,81.0,2011-05-31,,Metagenomes of 3 different aquatic metal-contaminated sediments,LS454,4.0,50.33,France,3.08,,,,,,,,,,,,,,,
SRR1290769,No,SRS380094,SRX545991,water,2014-06-04,300.0,36199235.0,10859770500.0,SRA,33.01,83.0,2012-04-17,,Hydrocarbon Metagenome,ILLUMINA,800.0,57.02,,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1290771,No,SRS380094,SRX545991,water,2014-06-04,300.0,36002485.0,10800745500.0,SRA,33.18,84.0,2012-04-17,,Hydrocarbon Metagenome,ILLUMINA,800.0,57.02,,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1290772,No,SRS380094,SRX545991,water,2014-06-04,300.0,35918943.0,10775682900.0,SRA,33.76,86.0,2012-04-17,,Hydrocarbon Metagenome,ILLUMINA,800.0,57.02,,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1290774,No,SRS380094,SRX545991,water,2014-06-04,300.0,35947381.0,10784214300.0,SRA,31.47,79.0,2012-04-17,,Hydrocarbon Metagenome,ILLUMINA,800.0,57.02,,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1290860,No,SRS609813,SRX546084,water,2015-05-17,370.0,1559819.0,576640875.0,SRA,30.92,62.0,2008-09-07,,A planktonic microbial community of a high altitute mountain freshwater lake Metagenome,LS454,1.0,36.381,China,-100.21799999999999,,,,,,,,,,,,,,,
SRR1291146,Not inferred,SRS467302,SRX331827,sludge,2013-08-07,126.0,292282.0,36730622.0,SRA,25.5,38.0,2013-04-02,,Anaerobic fermentation Metagenome,ION_TORRENT,0.0,46.15,Hungary,20.8,,,,0.0,,,,gel,emulsion,,biogas,,,,
SRR1291148,Not inferred,SRS467303,SRX331829,sludge,2013-08-07,127.0,301456.0,38347208.0,SRA,25.4,38.0,2013-04-21,,Anaerobic fermentation Metagenome,ION_TORRENT,0.0,46.15,Hungary,20.8,,,,0.0,,,,gel,emulsion,,biogas,,,,
SRR1291149,Not inferred,SRS467303,SRX331829,sludge,2013-08-07,88.0,224897.0,19778955.0,SRA,23.65,27.0,2013-04-21,,Anaerobic fermentation Metagenome,ION_TORRENT,0.0,46.15,Hungary,20.8,,,,0.0,,,,gel,emulsion,,biogas,,,,
SRR1291150,Not inferred,SRS467304,SRX331830,sludge,2013-08-07,124.0,181446.0,22478698.0,SRA,25.14,36.0,2013-06-20,,Anaerobic fermentation Metagenome,ION_TORRENT,0.0,46.15,Hungary,20.8,,,,0.0,,,,gel,emulsion,,biogas,,,,
SRR1291151,Not inferred,SRS467304,SRX331830,sludge,2013-08-07,90.0,236094.0,21266190.0,SRA,23.72,27.0,2013-06-20,,Anaerobic fermentation Metagenome,ION_TORRENT,0.0,46.15,Hungary,20.8,,,,0.0,,,,gel,emulsion,,biogas,,,,
SRR1296481,No,SRS618642,SRX550904,water,2014-05-24,395.0,2202471.0,870414980.0,SRA,34.53,86.0,2013-06-05,,Lake Michigan Chicago Virome Metagenome,ILLUMINA,0.0,41.79,United States of America,-87.57,,,,,,,,,,,,,,,
SRR1297186,No,SRS601371,SRX532417,water,2014-05-28,202.0,176792517.0,35712088434.0,SRA,34.37,86.0,2012-04-25,,Acidic hot spring Metagenome,ILLUMINA,0.08,25.1954,Taiwan,121.6025,,,,,,,,,,,,,,,
SRR1297204,No,SRS614142,SRX547129,water,2015-05-25,202.0,112149602.0,22654219604.0,SRA,32.31,81.0,,,Acidic hot spring Metagenome,ILLUMINA,0.125,25.1954,Taiwan,121.6025,,,,,,,,,,,,,,,
SRR1301999,No,SRS622214,SRX554914,water,2014-06-02,428.0,1547157.0,661550626.0,SRA,35.04,88.0,2013-06-25,,Lake Michigan Chicago Virome Metagenome,ILLUMINA,0.0,41.58,United States of America,-87.38,,,,,,,,,,,,,,,
SRR1302010,No,SRS620521,SRX553227,water,2014-06-02,415.0,1123802.0,466834658.0,SRA,35.05,88.0,2013-06-05,,Lake Michigan Chicago Virome Metagenome,ILLUMINA,0.0,41.58,United States of America,-87.38,,,,,,,,,,,,,,,
SRR1313258,No,SRS624442,SRX559898,,2014-06-06,300.0,27916509.0,8374952700.0,SRA,35.45,92.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313259,No,SRS624442,SRX559898,,2014-06-06,300.0,34926081.0,10477824300.0,SRA,32.5,82.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313260,No,SRS624442,SRX559898,,2014-06-06,300.0,35100676.0,10530202800.0,SRA,32.74,82.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313261,No,SRS624442,SRX559898,,2014-06-06,300.0,35128734.0,10538620200.0,SRA,33.35,85.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313264,No,SRS624442,SRX559898,,2014-06-06,300.0,35226466.0,10567939800.0,SRA,31.08,78.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313269,No,SRS624445,SRX559902,water,2014-06-06,300.0,31117764.0,9335329200.0,SRA,35.54,93.0,2010-01-21,,Hydrocarbon Metagenome,ILLUMINA,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313272,No,SRS624445,SRX559902,water,2014-06-06,300.0,31386819.0,9416045700.0,SRA,35.45,93.0,2010-01-21,,Hydrocarbon Metagenome,ILLUMINA,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313274,No,SRS624445,SRX559902,water,2014-06-06,300.0,38837246.0,11651173800.0,SRA,32.52,82.0,2010-01-21,,Hydrocarbon Metagenome,ILLUMINA,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1506985,No,SRS654193,SRX646155,sludge,2014-07-07,300.0,87360116.0,26208034800.0,SRA,28.2,68.0,2011-05-27,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,,153.1907,,,,,,,,,,,,,,,
SRR1313275,No,SRS624445,SRX559902,water,2014-06-06,300.0,39285802.0,11785740600.0,SRA,32.73,83.0,2010-01-21,,Hydrocarbon Metagenome,ILLUMINA,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313277,No,SRS624445,SRX559902,water,2014-06-06,300.0,39182842.0,11754852600.0,SRA,33.35,85.0,2010-01-21,,Hydrocarbon Metagenome,ILLUMINA,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313281,No,SRS624456,SRX559915,water,2014-06-06,300.0,28856248.0,8656874400.0,SRA,35.17,91.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313282,No,SRS624456,SRX559915,water,2014-06-06,300.0,28507761.0,8552328300.0,SRA,35.06,91.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313283,No,SRS624456,SRX559915,water,2014-06-06,150.0,46709900.0,7006485000.0,SRA,34.26,87.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313284,No,SRS624456,SRX559915,water,2014-06-06,300.0,47103237.0,14130971100.0,SRA,32.39,81.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313285,No,SRS624456,SRX559915,water,2014-06-06,300.0,46714793.0,14014437900.0,SRA,33.02,83.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313287,No,SRS624456,SRX559915,water,2014-06-06,300.0,46583289.0,13974986700.0,SRA,30.78,77.0,2012-09-23,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313310,Yes,SRS624456,SRX559913,water,2014-06-06,1000.0,510655.0,510602235.0,SRA,25.58,41.0,2012-09-23,,Hydrocarbon Metagenome,LS454,,57.02,Canada,-111.55,,waste water,,,,oil,,coal,,,,,,,
SRR1313311,Yes,SRS624445,SRX559901,water,2014-06-06,921.0,573541.0,528211758.0,SRA,26.58,45.0,2010-01-21,,Hydrocarbon Metagenome,LS454,,55.453,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1313312,Yes,SRS624442,SRX559897,,2014-06-06,869.0,453009.0,393772462.0,SRA,28.01,51.0,2010-08-13,,Hydrocarbon Metagenome,LS454,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1344508,Not inferred,SRS628442,SRX574116,water,2014-06-06,98.0,208682.0,20499229.0,SRA,22.88,24.0,2013-06-20,,Metagenome analysis of BTEX contaminated hypoxic groundwater,ION_TORRENT,3.0,45.51,Hungary,18.17,groundwater,,,,,,,gel,emulsion,,,,,,
SRR1367222,No,SRS629831,SRX579624,water,2015-07-22,100.0,68937779.0,6893777900.0,SRA,30.38,74.0,,,Crude oil Metagenome,ILLUMINA,1300.0,,China,,,,,,,oil,,,,,,,,,
SRR1375011,No,SRS629831,SRX595695,water,2015-07-22,200.0,34414674.0,6882934800.0,SRA,28.97,71.0,,,Crude oil Metagenome,ILLUMINA,1300.0,,China,,,,,,,oil,,,,,,,,,
SRR1427728,No,SRS643728,SRX612782,water,2014-08-12,206.0,17531630.0,3611515780.0,SRA,32.47,80.0,2010-10-04,,Systems Biology of Lipid Accumulating Organisms,ILLUMINA,,49.5134,Luxembourg,,,,,,,,,,,,,,,6.95,20.6
SRR1450398,No,SRS645468,SRX621521,water,2014-07-22,200.0,23293322.0,4658664400.0,SRA,30.98,78.0,2012-12-14,,Microbial consortium enriched at the cathode of a solar microbial fuel cell,ILLUMINA,,38.8231,United States of America,-77.0179,,,,,,,,,,,,,,,
SRR1505166,No,SRS652935,SRX644730,sediment,2014-09-23,149.0,1827066.0,271489688.0,SRA,36.96,97.0,2013-07-15,,Methane enrichments of freshwater lake sediment,ILLUMINA,63.0,47.6312,United States of America,-122.2546,,,,0.0,,,,,,,,lake sediment,,,
SRR1505167,No,SRS652936,SRX644731,sediment,2014-09-23,150.0,1712886.0,257444172.0,SRA,36.84,97.0,2013-07-15,,Methane enrichments of freshwater lake sediment,ILLUMINA,63.0,47.6312,United States of America,-122.2546,,,,0.0,,,,,,,,lake sediment,,,
SRR1505169,No,SRS652938,SRX644733,sediment,2014-09-23,150.0,2360078.0,353439583.0,SRA,36.71,96.0,2013-07-15,,Methane enrichments of freshwater lake sediment,ILLUMINA,63.0,47.6312,United States of America,-122.2546,,,,0.0,,,,,,,,lake sediment,,,
SRR1505170,No,SRS652939,SRX644734,sediment,2014-09-23,151.0,1351287.0,203453067.0,SRA,36.97,97.0,2013-07-15,,Methane enrichments of freshwater lake sediment,ILLUMINA,63.0,47.6312,United States of America,-122.2546,,,,0.0,,,,,,,,lake sediment,,,
SRR1506983,No,SRS654191,SRX646153,sludge,2014-07-07,300.0,82709903.0,24812970900.0,SRA,29.13,72.0,2011-12-16,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1506984,No,SRS654192,SRX646154,sludge,2014-07-07,300.0,71658813.0,21497643900.0,SRA,26.17,62.0,2011-06-22,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1506986,No,SRS654194,SRX646156,sludge,2014-07-07,300.0,79225998.0,23767799400.0,SRA,29.39,72.0,2011-08-01,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,,153.1907,,,,,,,,,,,,,,,
SRR1506987,No,SRS654195,SRX646157,sludge,2014-07-07,300.0,126730690.0,38019207000.0,SRA,26.14,61.0,2011-09-07,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1506988,No,SRS654196,SRX646158,sludge,2014-07-07,300.0,75511905.0,22653571500.0,SRA,29.0,71.0,2011-11-25,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,,153.1907,,,,,,,,,,,,,,,
SRR1506989,No,SRS654197,SRX646159,sludge,2014-07-07,150.0,55943346.0,8391501900.0,SRA,27.98,67.0,2012-01-18,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1510967,No,SRS655894,SRX648962,soil,2014-07-21,202.0,22063909.0,4456909618.0,SRA,32.65,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510968,No,SRS655894,SRX648963,soil,2014-07-21,202.0,24401152.0,4929032704.0,SRA,32.62,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510969,No,SRS655894,SRX648964,soil,2014-07-21,202.0,18111647.0,3658552694.0,SRA,32.38,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510970,No,SRS655898,SRX648965,soil,2014-07-21,202.0,16753302.0,3384167004.0,SRA,32.75,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510971,No,SRS655898,SRX648966,soil,2014-07-21,202.0,27164142.0,5487156684.0,SRA,32.41,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510976,No,SRS655898,SRX648971,soil,2014-07-21,202.0,24235888.0,4895649376.0,SRA,32.79,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510977,No,SRS655906,SRX648972,soil,2014-07-21,202.0,20168101.0,4073956402.0,SRA,32.62,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510978,No,SRS655906,SRX648973,soil,2014-07-21,202.0,15861022.0,3203926444.0,SRA,32.64,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510979,No,SRS655906,SRX648974,soil,2014-07-21,202.0,7702809.0,1555967418.0,SRA,32.66,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510983,No,SRS656212,SRX648978,soil,2014-07-21,202.0,23573715.0,4761890430.0,SRA,32.5,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510984,No,SRS656212,SRX648979,soil,2014-07-21,202.0,12544148.0,2533917896.0,SRA,31.76,80.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510985,No,SRS656212,SRX648980,soil,2014-07-21,202.0,14327008.0,2894055616.0,SRA,32.73,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510989,No,SRS656249,SRX648984,soil,2014-07-21,202.0,12591217.0,2543425834.0,SRA,32.16,82.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510990,No,SRS656249,SRX648985,soil,2014-07-21,202.0,12575267.0,2540203934.0,SRA,32.59,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510991,No,SRS656250,SRX648986,soil,2014-07-21,202.0,24781248.0,5005812096.0,SRA,32.68,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510992,No,SRS656250,SRX648987,soil,2014-07-21,202.0,15337148.0,3098103896.0,SRA,32.15,82.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510993,No,SRS656250,SRX648988,soil,2014-07-21,202.0,19867893.0,4013314386.0,SRA,32.79,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510994,No,SRS656251,SRX648989,soil,2014-07-21,202.0,27028027.0,5459661454.0,SRA,32.24,82.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510995,No,SRS656251,SRX648990,soil,2014-07-21,202.0,17426209.0,3520094218.0,SRA,32.62,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510996,No,SRS656251,SRX648991,soil,2014-07-21,202.0,19079219.0,3854002238.0,SRA,32.69,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510997,No,SRS656252,SRX648992,soil,2014-07-21,202.0,24887526.0,5027280252.0,SRA,32.92,85.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510998,No,SRS656252,SRX648993,soil,2014-07-21,202.0,10176032.0,2055558464.0,SRA,32.69,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1510999,No,SRS656252,SRX648994,soil,2014-07-21,202.0,24943298.0,5038546196.0,SRA,32.82,84.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511000,No,SRS656252,SRX648995,soil,2014-07-21,202.0,9943091.0,2008504382.0,SRA,31.9,81.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511009,No,SRS656254,SRX649004,soil,2014-07-21,202.0,17133169.0,3460900138.0,SRA,31.25,78.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511010,No,SRS656254,SRX649005,soil,2014-07-21,202.0,20150892.0,4070480184.0,SRA,32.43,83.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511011,No,SRS656254,SRX649006,soil,2014-07-21,202.0,19341795.0,3907042590.0,SRA,31.61,80.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1523110,No,SRS653331,SRX646322,soil,2015-07-03,64.0,1.0,64.0,SRA,0.0,0.0,2012-04-17,forest,JOHOR ENDAU-ROMPIN NATIONAL PARK SOIL Metagenome,ILLUMINA,2.0,2.3,Malaysia,103.21,,,,47.8536,,,,,,,,,,,
SRR1531517,No,SRS670006,SRX665192,soil,2015-07-29,150.0,121572351.0,18235852650.0,SRA,36.01,91.0,2011-07-06,woodland,Metagenome from the lichen Dibaeis baeomyces,ILLUMINA,,35.08,United States of America,-80.9,,,,,,,,,,,,,,,
SRR1531545,No,SRS670118,SRX665307,,2015-07-29,150.0,102446721.0,15367008150.0,SRA,33.33,84.0,2011-07-02,woodland,Metagenome of the lichen Leptogium austroamericanum,ILLUMINA,,35.99,United States of America,-79.01,,,,,,,,,,,,,,,
SRR1531569,No,SRS670141,SRX665330,,2015-07-29,150.0,76125691.0,11418853650.0,SRA,35.78,91.0,2011-07-01,woodland,Metagenome of the lichen Peltula cylindrica,ILLUMINA,,35.98,United States of America,-78.39,,,,,,,,granite; rock,,,,,,,
SRR1531574,No,SRS654361,SRX646323,soil,2014-10-09,180.0,94097503.0,16894162150.0,SRA,0.0,0.0,2012-06-01,,Bario Highland Soil Metagenome,ILLUMINA,0.2,3.44,Malaysia,115.26,,,,1071.9816,,,,,,,,,,,
SRR1532736,No,SRS670145,SRX665338,,2015-07-29,150.0,100992482.0,15148872300.0,SRA,33.35,84.0,2011-01-01,urban,Metagenome of the lichen Physcia stellaris,ILLUMINA,,36.01,United States of America,-78.9,,,,,,,,,,,,,,,
SRR1534154,No,SRS672319,SRX667739,water,2014-11-26,200.0,269579668.0,53915933600.0,SRA,27.56,65.0,2009-11-08,,Crystal Geyser Metagenome,ILLUMINA,,38.56,United States of America,-110.8,groundwater,,,,,,,crystal,,,,,,,17.0
SRR1534387,No,SRS672458,SRX667892,water,2014-11-26,200.0,265702161.0,53140432200.0,SRA,27.94,67.0,2009-11-08,,Crystal Geyser Metagenome,ILLUMINA,,38.56,United States of America,-110.8,groundwater,,,,,,,crystal,,,,,,,17.0
SRR1535020,No,SRS672911,SRX668426,sediment; sludge; soil; water,2014-08-31,471.0,455644.0,214599781.0,SRA,32.53,75.0,2013-11-21,,Wastewater metagenome,ILLUMINA,,20.27,India,85.85,,,,,,,,,,,,,activated sludge,,23.0
SRR1535021,No,SRS672911,SRX668426,sediment; sludge; soil; water,2014-08-31,295.0,4472179.0,1319006625.0,SRA,37.06,97.0,2013-11-21,,Wastewater metagenome,ILLUMINA,,20.27,India,85.85,,,,,,,,,,,,,activated sludge,,23.0
SRR1535022,No,SRS672912,SRX668427,sediment; sludge; soil; water,2014-08-31,291.0,4521830.0,1317109127.0,SRA,36.73,96.0,2013-11-21,,Wastewater metagenome,ILLUMINA,,20.27,India,85.86,,,,,,,,,,,,,activated sludge,,23.0
SRR1535136,No,SRS672911,SRX668428,sediment; sludge; soil; water,2014-08-31,295.0,4472179.0,1319006625.0,SRA,37.06,97.0,2013-11-21,,Wastewater metagenome,ILLUMINA,,20.27,India,85.85,,,,,,,,,,,,,activated sludge,,23.0
SRR1539101,No,SRS676547,SRX672050,water,2015-03-30,202.0,61668214.0,12456979228.0,SRA,35.47,93.0,2013-01-10,,Deep subsurface porewater Metagenome,ILLUMINA,226.0,47.3789,Switzerland,7.165,,,,,,,clay,rock,,,,,,,
SRR1544596,No,SRS679575,SRX675970,sludge; water,2014-10-14,200.0,28460125.0,5692025000.0,SRA,33.44,85.0,2011-10-12,,Systems Biology of Lipid Accumulating Organisms,ILLUMINA,0.0,49.5135,Luxembourg,6.018,,,,,,,,,,,,,,6.66,20.4
SRR1556897,No,SRS688587,SRX685735,water,2015-07-22,300.0,6518571.0,1955571300.0,SRA,28.72,70.0,2009-11-08,,Crystal Geyser Metagenome,ILLUMINA,,38.9383,United States of America,-110.135,groundwater,,,,,,,crystal,,,,,,,17.0
SRR1561950,No,SRS693720,SRX691263,soil,2014-09-04,202.0,66749923.0,13483484446.0,SRA,33.77,85.0,2013-04-21,anthropogenic terrestrial,Pit mud of Chinese liqour fermentation reactorMetagenome,ILLUMINA,0.01,28.88,China,105.45,,,,250.0,,,mud,,,,,,,,
SRR1561989,No,SRS693721,SRX691264,soil,2014-09-04,202.0,80607458.0,16282706516.0,SRA,34.4,87.0,2013-04-21,anthropogenic terrestrial,Pit mud of Chinese liqour fermentation reactorMetagenome,ILLUMINA,0.01,28.88,China,105.45,,,,250.0,,,mud,,,,,,,,
SRR1561990,No,SRS693722,SRX691265,soil,2014-09-04,202.0,71759664.0,14495452128.0,SRA,34.21,87.0,2013-04-21,anthropogenic terrestrial,Pit mud of Chinese liqour fermentation reactorMetagenome,ILLUMINA,0.01,28.88,China,105.45,,,,250.0,,,mud,,,,,,,,
SRR1561991,No,SRS693723,SRX691266,soil,2014-09-04,202.0,68257119.0,13787938038.0,SRA,33.83,85.0,2013-04-21,anthropogenic terrestrial,Pit mud of Chinese liqour fermentation reactorMetagenome,ILLUMINA,0.01,28.88,China,105.45,,,,250.0,,,mud,,,,,,,,
